"title","release_period","whether_remake","whether_franchise","genre","new_actor","new_director","new_music_director","lead_star","director","music_director","number_of_screens","revenue_inr","budget_inr","writers.x","sequel.x","hit_flop.x","date","month","year","writers.y","sequel.y","hit_flop.y","era"
"table no. 21","normal","no","no","thriller","no","yes","yes","rajeev khandelwal","aditya datt","gajendra verma",850,85000000,177950000,"sheershak anand (story) | shantanu ray chhibber (story) | t. rafael cimino (novel) | abhijeet deshpande",0,3,"04","jan","2013","sheershak anand (story) | shantanu ray chhibber (story) | t. rafael cimino (novel) | abhijeet deshpande","0",3,"new"
"shaitan","normal","no","no","thriller","no","yes","no","rajeev khandelwal","bejoy nambiar","ranjit barot",575,120000000,112500000,"abhijeet deshpande (dialogue) | k.s. krishnan (lyrics) | bejoy nambiar | megha ramaswamy | colin terrence (lyrics)",0,2,"10","jun","2011","abhijeet deshpande (dialogue) | k.s. krishnan (lyrics) | bejoy nambiar | megha ramaswamy | colin terrence (lyrics)","0",2,"new"
"samrat & co.","normal","no","no","suspense","no","no","no","rajeev khandelwal","kaushik ghatak","ankit tiwari",625,150000000,21300000,NA,0,1,"25","apr","2014",NA,"0",1,"new"
"soundtrack","normal","no","no","drama","no","yes","yes","rajeev khandelwal","neerav ghosh","vishal vaid",225,55000000,8500000,"chintan gandhi | neerav ghosh | rajiv gopalkrishnan | aarthi rayapura (script development)",0,1,"07","oct","2011","chintan gandhi | neerav ghosh | rajiv gopalkrishnan | aarthi rayapura (script development)","0",1,"new"
"aamir","normal","no","no","thriller","yes","yes","yes","rajeev khandelwal","raj kumar gupta","amit trivedi",150,35000000,32600000,"raj kumar gupta (story)",0,2,"06","jun","2008","raj kumar gupta (story)","0",2,"old"
"riyasat","normal","no","no","drama","no","no","no","rajesh khanna","ashok tyagi","sayyed ahmed",30,5000000,425000,NA,0,1,"18","jul","2014",NA,"0",1,"new"
"wafaa","normal","no","no","drama","no","no","no","rajesh khanna","rakesh sawant","sayyed ahmed",55,20000000,4800000,"shahad allahabadi (lyrics) | salim raza",0,1,"19","dec","2008","shahad allahabadi (lyrics) | salim raza","0",1,"old"
"men will be men","holiday","no","no","drama","no","yes","yes","rajesh kumar","gorky","harpreet",30,15000000,1625000,"harsh khurana",0,1,"29","apr","2011","harsh khurana","0",1,"new"
"blue oranges","holiday","no","no","drama","no","yes","yes","rajit kapoor","rajesh ganguly","bipin panchal",15,10000000,250000,"rajesh ganguly",0,1,"18","sep","2009","rajesh ganguly","0",1,"old"
"kya yahi sach hai","holiday","no","no","drama","yes","yes","yes","rajiv roda","y.p. singh","rooshin dalal",100,15000000,1525000,"y.p. singh (story)",0,1,"30","dec","2011","y.p. singh (story)","0",1,"new"
"citylights","normal","no","no","drama","no","no","no","rajkummar rao","hansal mehta","jeet ganguly",450,90000000,89900000,"sean ellis (original story) | ritesh shah (adapted by)",0,2,"30","may","2014","sean ellis (original story) | ritesh shah (adapted by)","0",2,"new"
"ragini mms","normal","no","no","horror","no","yes","no","rajkummar rao","pawan kirpalani","agnel roman",650,60000000,146800000,"vaspar dandiwala (story) | pawan kripalani (story) | virag mishra (lyrics) | agnel roman (lyrics) | mayank tewaari (dialogue) | mayank tewaari (screenplay)",0,5,"13","may","2011","vaspar dandiwala (story) | pawan kripalani (story) | virag mishra (lyrics) | agnel roman (lyrics) | mayank tewaari (dialogue) | mayank tewaari (screenplay)","0",5,"new"
"phhir","holiday","no","no","suspense","no","yes","no","rajneesh duggal","girish dhamija","raghav sachar",550,60000000,24800000,"vikram bhatt | girish dhamija | dheeraj rattan (screenplay)",0,1,"12","aug","2011","vikram bhatt | girish dhamija | dheeraj rattan (screenplay)","0",1,"new"
"spark","holiday","no","no","action","no","no","yes","rajneesh duggal","v.k. singh","nitz - sony",300,50000000,1800000,"v.k. singh (story)",0,1,"10","oct","2014","v.k. singh (story)","0",1,"new"
"1920","holiday","no","no","horror","yes","no","no","rajneesh duggal","vikram bhatt","adnan sami",525,70000000,145000000,"vikram bhatt (screenplay) | vikram bhatt (story) | girish dhamija (dialogue) | dheeraj rattan (screenplay) | sameer (lyrics)",0,4,"12","sep","2008","vikram bhatt (screenplay) | vikram bhatt (story) | girish dhamija (dialogue) | dheeraj rattan (screenplay) | sameer (lyrics)","0",4,"old"
"hello hum lallann bol rahe hain","normal","no","no","comedy","no","no","yes","rajpal yadav","dilip shukla","vijay verma",20,17500000,700000,"dilip shukla",0,1,"15","jan","2010","dilip shukla","0",1,"new"
"kushti","normal","yes","no","comedy","no","no","no","rajpal yadav","t.k. rajiv kumar","tauseef akhtar",200,60000000,5425000,"manisha korde (dialogues) | rajeev kumar (screenplay) | sameer (lyrics)",0,1,"14","may","2010","manisha korde (dialogues) | rajeev kumar (screenplay) | sameer (lyrics)","0",1,"new"
"masti express","holiday","no","no","drama","no","yes","yes","rajpal yadav","vikram pradhan","chinar-mahesh",125,22500000,8200000,"vikram pradhan (screenplay) | vikram pradhan (story) | bunty rathore (dialogue) | manoj yadav (lyrics)",0,1,"18","feb","2011","vikram pradhan (screenplay) | vikram pradhan (story) | bunty rathore (dialogue) | manoj yadav (lyrics)","0",1,"new"
"zanjeer","holiday","yes","no","action","yes","no","no","ram charan","apoorva lakhia","anand raj anand",2050,600000000,221475000,"salim khan (original story) | javed akhtar (original story) | apoorva lakhia (story) | chintan gandhi (dialogue) | suresh nair (screenplay)",0,1,"06","sep","2013","salim khan (original story) | javed akhtar (original story) | apoorva lakhia (story) | chintan gandhi (dialogue) | suresh nair (screenplay)","0",1,"new"
"besharam","holiday","no","no","comedy","no","no","no","ranbir kapoor","abhinav kashyap","lalit pandit",3400,830000000,951195000,"rajeev barnwal | abhinav kashyap",0,2,"02","oct","2013","rajeev barnwal | abhinav kashyap","0",2,"new"
"barfi!","normal","no","no","drama","no","no","no","ranbir kapoor","anurag basu","pritam",1250,500000000,1747380000,"anurag basu (story) | tani basu (story) | sanjeev dutta (dialogue)",0,7,"14","sep","2012","anurag basu (story) | tani basu (story) | sanjeev dutta (dialogue)","0",7,"new"
"wake up sid","holiday","no","no","drama","no","yes","no","ranbir kapoor","ayan mukherji","amit trivedi",500,180000000,471075000,"ayan mukherjee (story) | niranjan iyengar (dialogue)",0,5,"02","oct","2009","ayan mukherjee (story) | niranjan iyengar (dialogue)","0",5,"old"
"yeh jawaani hai deewani","normal","no","no","love_story","no","no","no","ranbir kapoor","ayan mukherji","pritam",2900,750000000,2956130000,"hussain dalal (dialogue) | ayan mukherjee (story)",0,8,"31","may","2013","hussain dalal (dialogue) | ayan mukherjee (story)","0",8,"new"
"rockstar","normal","no","no","drama","no","no","no","ranbir kapoor","imtiaz ali","a.r. rehman",1950,660000000,1087017500,"imtiaz ali | muazzam beg",0,5,"11","nov","2011","imtiaz ali | muazzam beg","0",5,"new"
"chillar party","normal","no","no","drama","no","yes","no","ranbir kapoor","nitish tiwari","amit trivedi",325,57500000,55733750,"vikas bahl (screenplay) | vijay maurya | nitesh tiwari",0,2,"08","jul","2011","vikas bahl (screenplay) | vijay maurya | nitesh tiwari","0",2,"new"
"raajneeti","normal","no","no","thriller","no","no","no","ranbir kapoor","prakash jha","pritam",1750,610000000,1455040000,"prakash jha | anjum rajabali | sameer (lyrics)",0,7,"04","jun","2010","prakash jha | anjum rajabali | sameer (lyrics)","0",7,"new"
"ajab prem ki ghazab kahani","normal","no","no","comedy","no","no","no","ranbir kapoor","rajkumar santoshi","pritam",1300,440000000,997375000,"k. rajeshwar (story) | rajkumar santoshi (screenplay) | r.d. tailang (dialogues) | r.d. tailang (screenplay)",0,7,"06","nov","2009","k. rajeshwar (story) | rajkumar santoshi (screenplay) | r.d. tailang (dialogues) | r.d. tailang (screenplay)","0",7,"old"
"saawariya","holiday","no","no","love_story","yes","no","yes","ranbir kapoor","sanjay leela bhansali","sanjay leela bhansali",850,450000000,391330000,"fyodor dostoevsky (story) | prakash kapadia | vibhu puri (additional screenplay & dialogue) | shailey sharma (additional screenplay & dialogue)",0,1,"09","nov","2007","fyodor dostoevsky (story) | prakash kapadia | vibhu puri (additional screenplay & dialogue) | shailey sharma (additional screenplay & dialogue)","0",1,"old"
"rocket singh: salesman of the year","normal","no","no","drama","no","no","no","ranbir kapoor","shimit amin","salim - sulaiman",800,160000000,336577500,"jaideep sahni",0,3,"11","dec","2009","jaideep sahni","0",3,"old"
"bachna ae haseeno","holiday","no","no","rom__com","no","no","no","ranbir kapoor","siddharth anand","vishal - shekhar",800,230000000,615725000,"aditya chopra (story) | devika bhagat (screenplay) | anvita dutt guptan (dialogue)",0,5,"15","aug","2008","aditya chopra (story) | devika bhagat (screenplay) | anvita dutt guptan (dialogue)","0",5,"old"
"anjaana anjaani","holiday","no","no","rom__com","no","no","no","ranbir kapoor","siddharth anand","vishal - shekhar",1250,400000000,684875000,"mamta anand (story) | siddharth anand (dialogue) | siddharth anand (screenplay) | vishal dadlani (lyrics) | advaita kala (screenplay) | kumaar (lyrics) | kausar munir (lyrics)",0,4,"01","oct","2010","mamta anand (story) | siddharth anand (dialogue) | siddharth anand (screenplay) | vishal dadlani (lyrics) | advaita kala (screenplay) | kumaar (lyrics) | kausar munir (lyrics)","0",4,"new"
"john day","holiday","no","no","thriller","no","yes","yes","randeep hooda","ahishor solomon","kshitij tarey",525,90000000,21800000,"kartik krishnan (dialogue) | ahishor solomon",0,1,"13","sep","2013","kartik krishnan (dialogue) | ahishor solomon","0",1,"new"
"ru-ba-ru","holiday","no","no","drama","no","yes","yes","randeep hooda","arjun chandramohan bali","satya",125,55000000,5000000,"arjun bali (lyrics) | anvita dutt guptan (additional screenplay & dialogue) | shuja haider (lyrics) | aditya narayan (lyrics) | soumik sen (screenplay) | akshay verma (lyrics)",0,1,"12","sep","2008","arjun bali (lyrics) | anvita dutt guptan (additional screenplay & dialogue) | shuja haider (lyrics) | aditya narayan (lyrics) | soumik sen (screenplay) | akshay verma (lyrics)","0",1,"old"
"highway","holiday","no","no","drama","no","no","no","randeep hooda","imtiaz ali","a.r. rehman",750,250000000,477065000,"imtiaz ali",0,3,"21","feb","2014","imtiaz ali","0",3,"new"
"mere khwabon mein jo aaye","holiday","no","no","love_story","no","yes","no","randeep hooda","madhureeta anand","lalit pandit",100,30000000,1875000,"madhureeta anand (story)",0,1,"06","feb","2009","madhureeta anand (story)","0",1,"old"
"love khichdi","normal","no","no","rom__com","no","no","no","randeep hooda","srinivas bhashyam","pritam",100,22500000,3650000,"srinivas bhashyam (story) | manu joseph (story) | pankaj kapoor (additional dialogue) | sandeep srivastava (dialogue)",0,1,"28","aug","2009","srinivas bhashyam (story) | manu joseph (story) | pankaj kapoor (additional dialogue) | sandeep srivastava (dialogue)","0",1,"old"
"murder 3","holiday","no","yes","thriller","no","yes","no","randeep hooda","vishesh bhatt","pritam",1400,150000000,277525000,"mahesh bhatt | hatem khraiche (original film ""la cara oculta"") | amit masurkar (additional screenplay)",1,2,"15","feb","2013","mahesh bhatt | hatem khraiche (original film ""la cara oculta"") | amit masurkar (additional screenplay)","1",2,"new"
"risk","normal","no","no","thriller","no","no","no","randeep hooda","vishram sawant","bappi - tutal",300,60000000,39800000,NA,0,1,"01","jan","2007",NA,"0",1,"old"
"bombay talkies","normal","no","no","drama","no","no","no","rani mukherjee","karan johar","amit trivedi",375,125000000,130900000,NA,0,2,"03","may","2013",NA,"0",2,"new"
"mardaani","normal","no","no","thriller","no","no","no","rani mukherjee","pradeep sarkar","salim - sulaiman",1250,210000000,567190000,"gopi puthran",0,4,"22","aug","2014","gopi puthran","0",4,"new"
"aiyyaa","normal","no","no","comedy","no","yes","no","rani mukherjee","sachin kundalkar","amit trivedi",900,190000000,95850000,NA,0,1,"12","oct","2012",NA,"0",1,"new"
"gunday","holiday","no","no","masala","no","no","no","ranveer singh","ali abbas zafar","sohail sen",2700,510000000,1198220000,"ali abbas zafar | sanjay masoom (additional dialogue)",0,5,"14","feb","2014","ali abbas zafar | sanjay masoom (additional dialogue)","0",5,"new"
"kill dil","normal","no","no","thriller","no","no","no","ranveer singh","shaad ali","shankar - ehsaan - loy",2300,400000000,521000000,"nitesh tiwari (screenplay) | shreyas jain (screenplay) | nikhil mehrotra (screenplay)",0,2,"14","nov","2014","nitesh tiwari (screenplay) | shreyas jain (screenplay) | nikhil mehrotra (screenplay)","0",2,"new"
"lootera","normal","no","no","love_story","no","no","no","ranveer singh","vikramaditya motwane","amit trivedi",1050,320000000,464065000,"bhavani iyer (screenplay) | anurag kashyap (dialogue) | vikramaditya motwane (screenplay)",0,2,"05","jul","2013","bhavani iyer (screenplay) | anurag kashyap (dialogue) | vikramaditya motwane (screenplay)","0",2,"new"
"mixed doubles","holiday","no","no","drama","no","no","yes","ranvir shorey","rajat kapoor","sagar desai",50,20000000,19000000,"rajat kapoor (script) | anurag kashyap (dialogues)",0,2,"10","feb","2006","rajat kapoor (script) | anurag kashyap (dialogues)","0",2,"old"
"mithya","holiday","no","no","comedy","no","no","no","ranvir shorey","rajat kapoor","sagar desai",200,40000000,71700000,"rajat kapoor | saurabh shukla | neerav ghosh (lyrics) | ashish manchanda (lyrics) | shahid hamdaane (lyrics) | prakash chandra dhamak (lyrics)",0,3,"08","feb","2008","rajat kapoor | saurabh shukla | neerav ghosh (lyrics) | ashish manchanda (lyrics) | shahid hamdaane (lyrics) | prakash chandra dhamak (lyrics)","0",3,"old"
"world cupp 2011","normal","no","no","drama","yes","yes","no","ravi kapoor","ravi kapoor","aadesh shrivastava",85,15000000,1675000,"ravi kapoor (story)",0,1,"18","dec","2009","ravi kapoor (story)","0",1,"old"
"jeena hai toh thok daal","normal","no","no","drama","no","yes","yes","ravi kissen","manish vatsalya","siddhant madhav",325,40000000,6800000,"saurabh choudhary (screenplay)",0,1,"14","sep","2012","saurabh choudhary (screenplay)","0",1,"new"
"chitkabrey","holiday","no","no","drama","no","yes","yes","ravi kissen","suneet arora","akshay bafila",150,42500000,1875000,"suneet arora (screenplay) | vishal vijay kumar (screenplay) | sanjay masoom (dialogue) | sanjay masoom (screenplay)",0,1,"26","aug","2011","suneet arora (screenplay) | vishal vijay kumar (screenplay) | sanjay masoom (dialogue) | sanjay masoom (screenplay)","0",1,"new"
"super nani","normal","no","no","drama","no","no","no","rekha","indra kumar","harshit saxena",825,180000000,44100000,NA,0,1,"31","oct","2014",NA,"0",1,"new"
"detective naani","normal","no","no","drama","no","yes","yes","rekha","romilla mukherjee","romilla mukherjee",100,25000000,8400000,"romilla mukherjee",0,1,"22","may","2009","romilla mukherjee","0",1,"old"
"tamanchey","holiday","no","no","love_story","no","yes","no","richa chaddha","suryaveer singh bhullar","krsna",825,100000000,18800000,NA,0,1,"10","oct","2014",NA,"0",1,"new"
"do dooni chaar","normal","no","no","comedy","no","yes","yes","rishi kapoor","habib faisal","meet bros",325,60000000,57900000,"habib faisal (screenplay) | rahil qazi (screenplay)",0,2,"08","oct","2010","habib faisal (screenplay) | rahil qazi (screenplay)","0",2,"new"
"pyaar mein twist","normal","no","no","rom__com","no","no","no","rishi kapoor","hriday shetty","jatin - lalit",80,37500000,13200000,"sushma ahuja (story) | sameer (lyrics)",0,1,"02","sep","2005","sushma ahuja (story) | sameer (lyrics)","0",1,"old"
"de taali","normal","no","no","comedy","no","no","no","riteish deshmukh","e. niwas","vishal - shekhar",475,120000000,131047500,"vishal dadlani (lyrics) | ruchika roy (associate screenplay) | abbas tyrewala",0,2,"20","jun","2008","vishal dadlani (lyrics) | ruchika roy (associate screenplay) | abbas tyrewala","0",2,"old"
"dhamaal","normal","no","no","comedy","no","no","no","riteish deshmukh","indra kumar","adnan sami",800,190000000,507330000,"paritosh painter (story) | paritosh painter (screenplay) | paritosh painter (dialogue) | balvinder singh suri (dialogue) | bunty rathore (dialogue)",0,5,"07","sep","2007","paritosh painter (story) | paritosh painter (screenplay) | paritosh painter (dialogue) | balvinder singh suri (dialogue) | bunty rathore (dialogue)","0",5,"old"
"grand masti","holiday","no","yes","comedy","no","no","no","riteish deshmukh","indra kumar","sanjeev - darshan",2100,340000000,1305110000,"tushar hiranandani (story) | milap zaveri (dialogue) | milap zaveri (story)",1,7,"13","sep","2013","tushar hiranandani (story) | milap zaveri (dialogue) | milap zaveri (story)","1",7,"new"
"tere naal love ho gaya","normal","no","no","rom__com","no","yes","no","riteish deshmukh","mandeep kumar","sachin - jigar",1200,140000000,306262500,"abhijeet sandhu",0,3,"24","feb","2012","abhijeet sandhu","0",3,"new"
